seed_p,seed_q,collatz_len_p,collatz_len_q,clock_length,tetra_x,tetra_y,tetra_z,disk_x,disk_y,disk_radius,poincare_depth,fib_mismatch,parity_twist,kepler_eccentricity,kepler_mean_radius,kepler_action,spin_half_phase,spin_closure_defect,kernel_unscaled,action_kappa_scaled,bary_0,bary_1,bary_2,bary_3,damping_rank_desc,damping_rank_desc
17,19,13,21,21,0.038490017945975064,-0.19245008972987523,0.038490017945975064,0.08027546232103697,-0.09269411956074472,0.12262279417790913,0.24648599794742856,0.5037597525065965,0.6190476190476191,0.17074086769165275,1.0405406812628168,1.6335394462026975,2.410400741555523,3.8727845656240625,1.537317028708741,0.014132786052251843,0.2,0.3333333333333333,0.13333333333333333,0.3333333333333333,1,1
5,7,6,17,17,-0.11547005383792518,0.11547005383792518,-0.11547005383792518,0.0,0.1364364511945892,0.1364364511945892,0.2745852361641254,0.4990147319853746,0.6470588235294118,0.18096297388399601,1.0227316206442865,1.3512375519587811,2.368813004276844,3.9143723029027413,1.5294875371159444,0.014060808361565726,0.2,0.2,0.4,0.2,2,2
3,5,8,6,8,-0.32075014954979214,-0.1924500897298753,0.1924500897298753,0.0,0.08154795816450282,0.08154795816450282,0.16345889880725514,0.5799976174611534,0.375,0.14034548904173208,1.0422712161126184,1.1600740254444761,1.6104602950741191,4.672725012105467,1.4784901212956267,0.013591981467992804,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,3,3
11,13,15,10,15,0.09622504486493767,0.09622504486493764,-0.19245008972987526,0.05425306495227505,0.03132302165455823,0.06264604330911648,0.12545637769911652,0.540766222834187,0.4666666666666667,0.1263580720487462,1.0204052383749669,1.1537913591067013,1.660132198157037,4.62305310902255,1.4182632819682304,0.013038307099647078,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,4,4
41,43,110,30,110,0.09622504486493766,-0.19245008972987526,0.09622504486493764,0.04844527584348316,-0.1398494652460034,0.14800276241051816,0.29819569859936235,0.34787411065358304,0.5909090909090909,0.18952204418378343,1.0442150914257968,1.4858226052574472,2.3927333194706217,3.890451987708964,1.4057156715397316,0.012922955034756515,0.25,0.3333333333333333,0.08333333333333333,0.3333333333333333,5,5
29,31,19,107,107,-0.2734817064582438,-0.09116056881941462,0.151934281365691,-0.03266831406219333,0.09430529958889278,0.09980334801106082,0.20027342660287875,0.3515038159294928,0.5981308411214953,0.153854477528185,1.0375801126359931,1.5181398371124935,2.222806810750896,4.06037849642869,1.3350687780224884,0.012273487545169123,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.47368421052631576,6,6
