l,D_l_LCDM,D_l_LPEG,delta_D_l,modulation_function,relative_change
246,38916.30749336527,38893.549841109,-22.757652256266738,0.9994152155298869,-0.05847844701131171
247,38535.82944732477,38555.93416924607,20.104721921299642,1.0005217150431076,0.05217150431076383
248,38157.65567759773,38140.35448704979,-17.30119054793613,0.9995465866484535,-0.04534133515464793
249,37784.04997131343,37798.43350672045,14.383535407025192,1.0003806774397648,0.038067743976480876
250,37413.826394094634,37402.43721078488,-11.389183309751388,0.9996955889197277,-0.0304411080272427
251,37047.01974763018,37055.378114319436,8.358366689259128,1.000225615089856,0.022561508985601456
252,36682.088352478764,36676.75566538218,-5.3326870965829585,0.9998546242229903,-0.014537577700977883
253,36321.715000852644,36324.07048205427,2.3554812016227515,1.0000648504951257,0.006485049512577964
254,35964.43686608272,35964.96732888087,0.5304627981531667,1.0000147496483853,0.0014749648385386919
255,35609.79513236894,35606.512628839526,-3.2825035294154077,0.9999078202074116,-0.00921797925883501
256,35258.86852533685,35264.727978352435,5.859453015582403,1.0001661838073836,0.01661838073837176
257,34911.1932956997,34902.971048470434,-8.222247229263303,0.9997644810602829,-0.023551893971713953
258,34567.56544161973,34577.90052841524,10.335086795508687,1.0002989822009005,0.029898220090053346
259,34224.89330703536,34212.728480225014,-12.164826810345403,0.9996445620238692,-0.03554379761308056
260,33887.063567346486,33900.74873065768,13.685163311194628,1.000403846243095,0.04038462430950089
261,33549.82792288515,33534.95559617589,-14.872326709264598,0.9995567092998673,-0.044329070013261744
262,33217.27876877878,33232.99074193203,15.711973153251165,1.0004730060298623,0.047300602986235556
263,32886.24076204041,32870.04746311474,-16.193298925674753,0.9995075965342818,-0.049240346571828866
264,32560.57688823393,32576.892791134578,16.315902900649235,1.0005010937907106,0.05010937907106044
265,32237.01812300742,32220.93485274545,-16.08327026197003,0.9995010931159761,-0.049890688402385044
266,31916.16117671145,31931.669461101545,15.508284390096378,1.0004859069455199,0.04859069455198906
267,31596.582072663616,31581.971731783706,-14.610340879909927,0.9995375974260029,-0.04624025739970888
268,31282.900079613464,31296.318909463058,13.418829849593749,1.0004289509545292,0.04289509545292629
269,30970.15158515727,30958.186095988676,-11.965489168593194,0.9996136444752073,-0.03863555247927093
270,30661.67396876349,30671.965763227872,10.291794464381383,1.000335656640106,0.03356566401060204
271,30355.251464307265,30346.809215344503,-8.442248962761369,0.9997218850592396,-0.027811494076035084
272,30051.590080626556,30058.056802367406,6.466721740849607,1.0002151873402871,0.021518734028714598
273,29750.197289024512,29745.779509822147,-4.417779202365637,0.9998515042048479,-0.014849579515210308
274,29453.28540960227,29455.635466003336,2.3500564010646485,1.000079789278798,0.007978927879802809
275,29157.897219101025,29157.57940798963,-0.31781111139571294,0.9999891003418728,-0.0010899658127182035
276,28866.39382413184,28864.76842818857,-1.6253959432688134,0.9999436924489712,-0.005630755102876788
277,28578.02878021185,28581.457752203023,3.4289719911721477,1.0001199863019785,0.011998630197847847
278,28290.688769678378,28285.642686552645,-5.046083125733276,0.999821634490174,-0.01783655098260318
279,28006.54638014753,28012.98243014828,6.436050000749674,1.0002298052003054,0.0229805200305307
280,27727.045775920906,27719.480412059,-7.5653638619041885,0.9997271485782133,-0.027285142178667315
281,27449.38706840075,27457.79448379945,8.407415398702142,1.0003062879101,0.03062879100998437
282,27174.261993974265,27165.316703910445,-8.945290063820721,0.9996708175528077,-0.03291824471922839
283,26901.607799238514,26910.779253670757,9.171454432242172,1.000340925884456,0.034092588445593874
284,26633.49767015165,26624.40867167449,-9.088998477160203,0.9996587380827812,-0.03412619172188679
285,26367.594298918953,26376.303670956244,8.70937203729045,1.0003303059027135,0.0330305902713602
286,26103.95336879184,26095.898959770315,-8.054409021526226,0.9996914486894865,-0.030855131051358467
287,25842.01954987281,25849.174243205664,7.15469333285364,1.0002768627784313,0.02768627784312954
288,25583.366500545835,25577.31718024228,-6.04932030355485,0.9997635447897982,-0.023645521020174514
289,25330.57856463218,25335.362469358486,4.78390472630781,1.0001888588811385,0.018885888113851994
290,25076.08126030557,25072.67414563775,-3.4071146678215882,0.999864128903059,-0.01358710969410884
291,24825.67243550585,24827.64596616634,1.9735306604889047,1.0000794955570937,0.007949555709380694
292,24579.09890033837,24578.561326387116,-0.5375739512528526,0.9999781288177637,-0.002187118223628011
293,24335.912575790306,24335.065509496915,-0.847066293390526,0.9999651927458749,-0.00348072541250497
294,24094.156453341613,24096.28574612067,2.1292927790564136,1.0000883738255448,0.008837382554478692
295,23855.24048985879,23851.97761336788,-3.262876490909548,0.9998632218152528,-0.01367781847471479
296,23619.635307230947,23623.843634446184,4.208327215237659,1.0001781707109572,0.017817071095713812
297,23385.86378290738,23380.92977998177,-4.934002925612731,0.9997890177172237,-0.021098228277627147
298,23155.215398233107,23160.633600109177,5.418201876069361,1.0002339948811914,0.02339948811913365
299,22928.690053376635,22923.040437805696,-5.649615570939204,0.9997536005956822,-0.024639940431778848
300,22703.989103551536,22709.61600215712,5.626898605583847,1.0002478374430115,0.024783744301144172
301,22481.002370517388,22475.642352749244,-5.360017768143734,0.9997615756771071,-0.02384243228928754
302,22260.8909703723,22265.760572586983,4.869602214683255,1.0002187514516452,0.02187514516451456
303,22043.548348230262,22039.363008087046,-4.185340143216308,0.9998101331021169,-0.01898668978831769
304,21829.221681750536,21832.566663671903,3.3449819213674346,1.0001532341358814,0.015323413588143984
305,21615.597206105893,21613.205008492812,-2.392197613080498,0.9998893300245063,-0.01106699754936569
306,21407.288080403436,21408.663794224412,1.3757138209766708,1.0000642638065975,0.006426380659753071
