l,D_l_LCDM,D_l_LPEG,delta_D_l,modulation_function,relative_change
307,21201.512827180683,21201.167637635222,-0.34518954546001623,0.9999837186361052,-0.0016281363894819695
308,20996.93488994532,20996.28518596154,-0.6497039837813645,0.9999690571987203,-0.003094280127965175
309,20796.0462459,20797.608426858904,1.5621809589028999,1.0000751191327635,0.007511913276356021
310,20596.84511589733,20594.49465439319,-2.350461504138366,0.9998858824499135,-0.011411755008655194
311,20399.94861592741,20402.928572003602,2.979956076193048,1.0001460766461865,0.014607664618657056
312,20206.59938184903,20203.17433044658,-3.4250514024497534,0.9998304983764102,-0.016950162358968585
313,20015.799181335587,20019.468984003728,3.669802668140619,1.0001833452981264,0.018334529812642462
314,19828.167077902584,19824.45787920415,-3.709198698434193,0.9998129328503305,-0.018706714966951702
315,19638.50884483267,19642.05686313137,3.5480182986975706,1.0001806663798525,0.018066637985251783
316,19458.227935868767,19455.02343399436,-3.20450187440656,0.9998353137867966,-0.016468621320338574
317,19274.05256422296,19276.75455886869,2.701994645733066,1.0001401881953331,0.014018819533306583
318,19096.259655539936,19094.183950843653,-2.075704696282628,0.9998913030753811,-0.010869692461897658
319,18918.163595988077,18919.527924956372,1.3643289682950126,1.0000721174104121,0.007211741041209423
320,18745.23292414215,18744.62128636839,-0.6116377737598668,0.9999673710230097,-0.003262897699031166
321,18572.664793932625,18572.526635921226,-0.13815801139935502,0.9999925612176318,-0.0007438782368187084
322,18402.66521579619,18403.506975107055,0.8417593108642905,1.0000457411630865,0.004574116308662477
323,18236.35489607281,18234.894951837407,-1.4599442354046914,0.9999199431989713,-0.008005680102875655
324,18069.440978635117,18071.400086618512,1.95910798339537,1.000108421062152,0.01084210621519378
325,17906.512189171375,17904.19784443282,-2.314344738555519,0.9998707540187556,-0.012924598124447012
326,17747.95241232969,17750.462307687558,2.509895357867208,1.0001414188690365,0.014141886903660826
327,17589.50331355946,17586.963868475388,-2.539445084072213,0.9998556272432029,-0.014437275679720848
328,17432.098702459585,17434.506483248882,2.4077807892972487,1.0001381234027178,0.013812340271785649
329,17278.85260414141,17276.72264739762,-2.129956743792718,0.9998767304292367,-0.012326957076317719
330,17126.892294588866,17128.621350283345,1.7290556944790296,1.0001009556003937,0.010095560039373366
331,16977.955344517926,16976.719387159577,-1.2359573583489691,0.9999272022258706,-0.007279777412938313
332,16831.380712149297,16832.067070538607,0.686358389310044,1.000040778495897,0.004077849589692983
333,16685.400077668808,16685.281367048898,-0.11871061991041643,0.9999928853596942,-0.0007114640305766166
334,16540.443639242927,16540.015381429883,-0.4282578130441834,0.9999741084445869,-0.002589155541318874
335,16399.4703840693,16400.38890484986,0.9185207805603568,1.0000560091734092,0.005600917340919875
336,16260.815626723199,16259.494726287534,-1.320900435664953,0.9999187678855731,-0.00812321144269154
337,16122.926118619436,16124.537097573884,1.6109789544480009,1.0000999185223944,0.009991852239449105
338,15988.302775057504,15986.529578005306,-1.7731970521981566,0.9998890941035364,-0.011090589646353373
339,15854.508289828947,15856.309252409053,1.8009625801059883,1.0001135930895606,0.011359308956061095
340,15721.12961983404,15719.432012230985,-1.6976076030550757,0.9998920174539548,-0.010798254604512296
341,15593.360809088828,15594.83717094667,1.4763618578417663,1.0000946788749339,0.009467887493382737
342,15467.129555181811,15465.97194866558,-1.1576065162316809,0.9999251569910175,-0.007484300898248172
343,15339.910804216704,15340.679403389779,0.768599173074108,1.000050104539908,0.005010453990793948
344,15217.171671010596,15216.83022668457,-0.34144432602624875,0.9999775619061539,-0.002243809384609334
345,15093.41215849024,15093.321787538027,-0.0903709522135614,0.9999940125565204,-0.0005987443479619455
346,14971.70859166828,14972.202293890745,0.49370222246398043,1.00003297567672,0.00329756767199386
347,14852.066916366597,14851.22818029133,-0.8387360752676614,0.9999435273164341,-0.005647268356590797
348,14738.026829734019,14739.128156561934,1.1013268279148178,1.0000747268844492,0.007472688444920505
349,14621.626111453534,14620.362424120047,-1.2636873334868142,0.999913574090607,-0.008642590939300056
350,14506.884990567489,14508.2022026474,1.3172120799117693,1.00009079909855,0.009079909854998043
351,14395.790457248782,14394.52828052685,-1.2621767219316098,0.9999123232082545,-0.00876767917454689
352,14285.839644235324,14286.946809755334,1.1071655200103123,1.0000775009063227,0.007750090632279216
353,14176.008609105882,14175.139829235872,-0.8687798700102576,0.999938714775508,-0.00612852244920479
354,14068.33723387844,14068.907395458456,0.5701615800171567,1.0000405280006115,0.004052800061148173
355,13965.0780769942,13964.839503118328,-0.23857387587122503,0.9999829163951282,-0.0017083604871801401
356,13858.68861926564,13858.5916580765,-0.09696118913961982,0.9999930035812332,-0.0006996418766839838
357,13758.472211259694,13758.8800072363,0.4077959766054846,1.0000296396264312,0.0029639626431178273
358,13656.888971574243,13656.22072329734,-0.6682482769028866,0.9999510687772087,-0.00489312227912077
359,13556.396431782443,13557.254271080887,0.8578392984436505,1.000063279301602,0.00632793016020452
360,13457.196832258927,13456.233942276041,-0.9628899828858266,0.9999284479528027,-0.007155204719735051
361,13362.859466586728,13363.837285422705,0.9778188359778142,1.0000731743709812,0.007317437098121172
362,13266.487294746672,13265.582853745695,-0.9044410009773856,0.9999318251334447,-0.0068174866555333795
363,13171.81685284731,13172.56999510238,0.7531422550691786,1.0000571783121102,0.00571783121101
364,13081.489395569175,13080.948556311505,-0.5408392576700862,0.9999586561406492,-0.004134385935085294
365,12989.948848911385,12990.237928323644,0.28907941225952527,1.0000222540839554,0.0022254083955361484
366,12899.96975083367,12899.946985475179,-0.022765358491597,0.9999982352393896,-0.00017647606103980026
367,12810.502351979243,12810.269573691592,-0.23277828765094455,0.9999818291054281,-0.0018170894571904116
368,12722.950571431638,12723.404616673724,0.45404524208606745,1.000035687102574,0.003568710257395714
369,12639.377246602917,12638.7556173452,-0.621629257717359,0.9999508180469979,-0.004918195300203055
370,12553.251000605716,12553.972415134558,0.7214145288417058,1.0000574683425678,0.00574683425677457
371,12471.592880136119,12470.846024033057,-0.746856103061873,0.9999401154198794,-0.005988458012058854
372,12390.283953677128,12390.982190093086,0.6982364159575809,1.000056353544323,0.005635354432295812
373,12307.198630560573,12306.61546375,-0.5831668105729477,0.9999526157960005,-0.0047384203999508
374,12229.674881380673,12230.09087345356,0.41599207288709295,1.000034014973981,0.0034014973981068694
375,12149.089871168675,12148.874780913367,-0.21509025530758663,0.9999822957721451,-0.001770422785479783
376,12073.524892232588,12073.5270501226,0.002157890012313146,1.0000001787290813,1.787290813225066e-05
377,11998.512793555967,11998.71370627531,0.2009127193432505,1.00001674480186,0.0016744801860040068
378,11921.247080452176,11920.873387638874,-0.3736928133021138,0.9999686532112975,-0.0031346788702574183
379,11849.84564013629,11850.345481211349,0.49984107505952124,1.0000421812308986,0.004218123089861383
380,11775.146608409028,11774.578775568962,-0.5678328400663304,0.9999517770046565,-0.004822299534349932
381,11705.634199169644,11706.207428089552,0.5732289199077059,1.0000489703428412,0.004897034284125918
382,11634.540472243933,11634.022832504705,-0.5176397392278886,0.9999555083640421,-0.004449163595784479
383,11566.068566721658,11566.478133104643,0.40956638298484904,1.0000354110284426,0.0035411028442565986
384,11497.303988909773,11497.041454082035,-0.2625348277379089,0.9999771655313288,-0.002283446867119008
385,11430.390913023839,11430.484914976825,0.09400195298621838,1.0000082238616073,0.0008223861607314947
386,11364.672278112716,11364.749182798314,0.0769046855984925,1.0000067669954502,0.0006766995450155097
387,11297.941307032475,11297.709962237028,-0.2313447954475123,0.9999795232786965,-0.002047672130350954
388,11234.571296376296,11234.924292058819,0.3529956825223053,1.0000314204853225,0.0031420485322494135
389,11171.19136179123,11170.761791846955,-0.42956994427549944,0.99996154663094,-0.003845336906005884
390,11109.447318306326,11109.901633687632,0.4543153813065146,1.0000408945079164,0.004089450791650872
391,11048.863192916946,11048.436730433543,-0.4264624834031565,0.9999614021392104,-0.0038597860789564963
392,10988.375021206084,10988.72622560132,0.3512043952359818,1.0000319614496738,0.0031961449673696485
393,10930.197843773161,10929.958757201302,-0.2390865718589339,0.9999781260526776,-0.0021873947322475907
394,10870.226715817325,10870.331121838119,0.1044060207932489,1.0000096047693874,0.0009604769387314355
395,10814.46736310772,10814.503586223347,0.03622311562685354,1.0000033495052887,0.00033495052886676997
396,10758.300053143434,10758.133898597971,-0.1661545454626321,0.9999845556877348,-0.0015444312265122584
397,10703.4007088348,10703.671190506639,0.27048167183784244,1.0000252706293258,0.0025270629325741443
398,10648.466632933949,10648.12885359033,-0.3377793436193315,0.9999682790625859,-0.0031720937414090756
399,10594.503795770856,10594.865255526034,0.36145975517865736,1.0000341176672496,0.003411766724959275
400,10542.884239918421,10542.543824861068,-0.34041505735331157,0.9999677113919107,-0.003228860808927421
401,10489.056887089973,10489.335687691719,0.2788006017453881,1.0000265801401163,0.0026580140116175596
402,10440.98094205315,10440.795022140781,-0.18591991236826289,0.9999821932523965,-0.0017806747603516168
403,10390.682726439412,10390.756948686821,0.07422224740912498,1.000007143154051,0.0007143154050913728
404,10341.315920110113,10341.35756862654,0.041648516425993876,1.0000040273903967,0.0004027390396709823
405,10295.498658523386,10295.35154031732,-0.14711820606498804,0.9999857104341475,-0.0014289565852470155
406,10245.972591745669,10246.201843971408,0.22925222573940118,1.0000223748622872,0.0022374862287265016
407,10199.387652150233,10199.109003328102,-0.27864882213179953,0.9999726798478854,-0.0027320152114529623
408,10153.40675048356,10153.696993044401,0.2902425608408521,1.0000285857316635,0.00285857316636142
409,10107.923648459635,10107.659652197968,-0.2639962616667617,0.9999738822461617,-0.0026117753838296215
410,10064.492121409157,10064.696905001143,0.20478359198568796,1.0000203471362008,0.0020347136200750053
411,10022.83844651695,10022.716916590236,-0.12152992671326501,0.9999878746996311,-0.001212530036892873
412,9980.918657951908,9980.944662294249,0.026004342340456787,1.0000026054056979,0.0002605405697775008
413,9938.321127536125,9938.389851238737,0.06872370261226024,1.000006915021333,0.0006915021333115043
414,9896.820858818195,9896.670734174357,-0.15012464383835322,0.9999848310234186,-0.0015168976581463555
415,9857.49178722922,9857.699670907385,0.2078836781638529,1.0000210889019896,0.0021088901989568445
416,9819.53978328358,9819.30463561874,-0.23514766484004213,0.9999760530870052,-0.002394691299487872
417,9779.149197432722,9779.378493553008,0.22929612028565316,1.0000234474508627,0.002344745086268336
418,9744.04194916457,9743.849407397292,-0.19254176727736194,0.9999802400514816,-0.001975994851847595
419,9705.630089568387,9705.760992568934,0.13090300054682302,1.00001348732636,0.001348732635993593
420,9670.358666845283,9670.304754544388,-0.05391230089480814,0.9999944249946923,-0.000557500530767756
421,9634.441891598874,9634.414658956055,-0.027232642818489694,0.9999971734073312,-0.00028265926687705967
422,9599.909516340733,9600.010570397943,0.10105405720969429,1.0000105265635095,0.0010526563509550015
423,9565.353120614647,9565.195658165165,-0.15746244948240928,0.9999835382502352,-0.0016461749764685226
424,9533.516052996227,9533.705244066852,0.18919107062538387,1.0000198448368445,0.0019844836844421553
425,9498.060602572095,9497.868064115917,-0.19253845617822662,0.9999797286557504,-0.002027134424959205
426,9469.251041743793,9469.419314499988,0.16827275619471038,1.000017770439864,0.0017770439864029882
427,9437.09499870912,9436.974273547858,-0.12072516126318078,0.9999872073809494,-0.0012792619050639473
428,9407.656408824181,9407.714138540665,0.05772971648366365,1.0000061364609818,0.0006136460981877954
429,9374.574588993153,9374.585598769223,0.011009776069840882,1.0000011744294064,0.00011744294064039606
430,9350.007091167341,9349.931862145497,-0.07522902184427949,0.9999919541214128,-0.0008045878587123852
431,9320.433140399016,9320.558742261674,0.1256018626572768,1.0000134759684196,0.0013475968419628583
432,9291.381416097152,9291.226231588787,-0.15518450836498232,0.9999832980155032,-0.001670198449674318
433,9265.357984743097,9265.518364941334,0.160380198236453,1.000017309660188,0.0017309660188040744
434,9239.417995271893,9239.276737524857,-0.141257747036434,0.9999847114020485,-0.0015288597951593937
435,9211.700189975538,9211.801757468624,0.10156749308589497,1.0000110259225758,0.0011025922575772051
436,9187.926346395207,9187.878205026023,-0.0481413691832131,0.9999947603662276,-0.0005239633772434506
437,9163.638155348237,9163.627730295048,-0.010425053189464961,0.9999988623456085,-0.0001137654391490842
438,9140.593820605905,9140.65877637506,0.06495576915403944,1.000007106296421,0.0007106296421093318
439,9117.896865677156,9117.789680814998,-0.10718486215773737,0.9999882445630022,-0.0011755436997891193
440,9093.255136852677,9093.386104976225,0.13096812354888243,1.000014402776737,0.0014402776737023639
441,9070.889681558043,9070.75637051703,-0.13331104101234814,0.9999853034216387,-0.0014696578361368656
442,9050.979310558689,9051.093934187526,0.11462362883685273,1.0000126642239369,0.001266422393686561
443,9027.465945888332,9027.387405628084,-0.07854026024870109,0.9999912998552729,-0.0008700144727156041
444,9008.283513349184,9008.315002836063,0.03148948687885422,1.0000034956145454,0.00034956145454559265
445,8990.301228126229,8990.319908320203,0.01868019397443277,1.0000020778162488,0.00020778162489140667
446,8970.724351678888,8970.660551303545,-0.0638003753429075,0.9999928879349268,-0.000711206507320305
447,8950.964504727186,8951.061264202073,0.09675947488722159,1.0000108099495686,0.0010809949568688485
448,8931.758694361852,8931.646044111376,-0.11265025047578092,0.9999873876742161,-0.0012612325783822517
449,8915.272273362641,8915.381791948097,0.10951858545558935,1.00001228437922,0.0012284379220005737
450,8897.190945503035,8897.102442241037,-0.08850326199717529,0.9999900526736428,-0.000994732635719233
451,8880.822524104451,8880.876260794026,0.05373668957508926,1.000006050868535,0.000605086853489487
452,8865.250005077216,8865.238554723355,-0.011450353860709583,0.9999987084003436,-0.00012915996564283978
453,8849.073434260032,8849.04238781331,-0.03104644672202994,0.9999964915596019,-0.00035084403980455923
454,8834.699787817564,8834.766421501567,0.0666336840022268,1.0000075422691888,0.0007542269188830843
455,8819.438783232596,8819.349233900566,-0.08954933202949178,0.9999898463684334,-0.0010153631566641385
456,8804.253636722053,8804.349998460164,0.09636173811122717,1.0000109449070969,0.001094490709687278
457,8789.93658445725,8789.850098546047,-0.08648591120254423,0.9999901608037359,-0.000983919626399494
458,8777.288426504214,8777.350626640173,0.06220013595884666,1.000007086486502,0.0007086486502030046
459,8764.910961736785,8764.882795794612,-0.02816594217256352,0.9999967865113183,-0.0003213488681804291
460,8749.458446355595,8749.449053650329,-0.009392705265781842,0.9999989264815277,-0.00010735184724140473
461,8740.240695430646,8740.284531162974,0.04383573232735216,1.0000050153918931,0.0005015391893071008
462,8726.291864770163,8726.222631334802,-0.06923343536072935,0.9999920661105045,-0.0007933889495518592
463,8714.114372328946,8714.1958399803,0.08146765135461465,1.0000093489306972,0.000934893069722718
464,8703.172895251402,8703.094054345343,-0.07884090605875826,0.9999909411306649,-0.0009058869335087573
465,8692.61143486603,8692.673760960202,0.06232609417202184,1.000007170008074,0.0007170008073987079
466,8682.242174857738,8682.206831754762,-0.03534310297618504,0.999995929265475,-0.00040707345250668667
467,8672.130856555837,8672.133940485233,0.003083929395870655,1.0000003556137986,3.556137986016792e-05
468,8662.183648124026,8662.21211433445,0.028466210424085148,1.000003286262631,0.00032862626308148167
469,8651.623902441772,8651.570279487341,-0.05362295443046605,0.9999938019780986,-0.0006198021901452731
470,8642.47830522133,8642.546352849324,0.06804762799401942,1.0000078736243923,0.0007873624392312173
471,8633.501334085096,8633.43186201066,-0.06947207443590742,0.9999919531981583,-0.0008046801841754676
472,8622.447566684628,8622.505633701709,0.05806701708024775,1.0000067344007175,0.0006734400717565024
473,8613.146594798796,8613.110189129122,-0.036405669674422825,0.9999957732439274,-0.00042267560726769757
474,8606.098164638433,8606.107008249237,0.008843610803523916,1.0000010275981792,0.00010275981791448066
475,8598.53270097013,8598.552001536362,0.01930056623132259,1.0000022446348584,0.0002244634858357287
476,8589.023573456876,8588.980842243627,-0.04273121324877138,0.9999950249044163,-0.0004975095583719895
477,8582.78856273308,8582.84579228452,0.057229551439377246,1.0000066679437598,0.0006667943759895353
478,8573.662553532471,8573.602219452672,-0.060334079798849416,0.9999929628581226,-0.0007037141877480461
479,8567.344257682807,8567.39613950926,0.0518818264517904,1.0000060557653447,0.0006055765344700037
480,8558.42244150063,8558.388592694651,-0.03384880597877782,0.9999960449713473,-0.00039550286527855453
481,8552.863313293814,8552.873353829482,0.010040535667940276,1.0000011739385162,0.00011739385162784206
482,8544.51863663553,8544.53341891804,0.014782282509258948,1.0000017300310453,0.0001730031045386026
483,8535.969910518854,8535.934132664483,-0.03577785437119019,0.9999958085777308,-0.00041914222690852306
484,8531.49510909239,8531.544136966642,0.049027874252715264,1.0000057466919485,0.000574669194857348
485,8523.204229270612,8523.152049206717,-0.05218006389441143,0.9999938778817813,-0.0006122118218781299
486,8515.741357742085,8515.786345025203,0.04498728311773448,1.0000052828381263,0.0005282838126223067
487,8508.099612981578,8508.070396504194,-0.02921647738367028,0.9999965660395725,-0.000343396042743694
488,8502.65708888517,8502.6653727002,0.008283815030154074,1.0000009742619211,9.742619211331984e-05
489,8494.430352308902,8494.443838248346,0.013485939443853567,1.0000015876214041,0.0001587621404204922
490,8488.01109448796,8487.979372832695,-0.03172165526484605,0.9999962627693447,-0.00037372306552998987
491,8478.55996803387,8478.602847604243,0.04287957037377055,1.000005057411935,0.0005057411934979105
492,8474.988148744613,8474.943148091015,-0.04500065359752625,0.9999946901809409,-0.0005309819059061709
493,8466.107604526122,8466.145521475259,0.03791694913707033,1.0000044786755506,0.0004478675550591786
494,8460.810365185118,8460.786941269878,-0.02342391523961851,0.9999972314808832,-0.00027685191167981
495,8453.655302803805,8453.660012513737,0.004709709932285477,1.0000005571211226,5.571211225898244e-05
496,8444.893431884526,8444.907670567569,0.01423868304300413,1.0000016860701864,0.00016860701864211314
497,8440.526686691002,8440.497156219624,-0.029530471378166112,0.9999965013473123,-0.00034986526877202665
498,8432.614586651383,8432.652706402803,0.038119751419799286,1.000004520513896,0.0004520513896145793
499,8423.650573005718,8423.612111300998,-0.038461704720248235,0.9999954340811756,-0.00045659188242567816
500,8417.734447191298,8417.765237780703,0.030790589404205093,1.0000036578238,0.00036578238001412394
501,8410.539183258255,8410.522211874133,-0.01697138412237109,0.9999979821288799,-0.00020178711201005725
502,8401.71882532639,8401.718950521177,0.0001251947869604919,1.0000000149010921,1.4901092212595955e-06
503,8392.897596238763,8392.913681022601,0.0160847838378686,1.0000019164756455,0.00019164756454406065
504,8383.851218577624,8383.822969084662,-0.02824949296154955,0.9999966304873231,-0.0003369512676817548
505,8375.170150311209,8375.2040786978,0.03392838659055997,1.0000040510683343,0.00040510683343310033
506,8367.126042742066,8367.093902151397,-0.03214059066885966,0.9999961587060474,-0.0003841293952627798
507,8354.977053149583,8355.000571814588,0.02351866500430333,1.000002814928737,0.0002814928737049909
508,8349.271725995617,8349.261537536964,-0.010188458652919508,0.99999877971888,-0.00012202811199924835
509,8339.553267006895,8339.548439809942,-0.0048271969535562675,0.9999994211684008,-5.788315991281834e-05
510,8330.191431371784,8330.209632420161,0.01820104837679537,1.0000021849495928,0.00021849495929048644
511,8320.165827642322,8320.138750492857,-0.027077149465185357,0.9999967455997842,-0.00032544002158257685
512,8312.538333324614,8312.568018051832,0.029684727218409535,1.0000035710785355,0.0003571078535590593
513,8300.555077346997,8300.529423450702,-0.025653896294898004,0.9999969093758122,-0.00030906241878823166
514,8289.289805828734,8289.305934996068,0.016129167333929217,1.0000019457839828,0.00019457839829158536
515,8275.905199278277,8275.90178574663,-0.0034135316473111743,0.9999995875337423,-4.124662577827572e-05
516,8265.530005200173,8265.520456305312,-0.009548894860927248,0.9999988447329021,-0.00011552670978049392
517,8254.960792936656,8254.980656125885,0.019863189228999545,1.000002406212425,0.00024062124251390086
518,8242.72185666207,8242.696546472185,-0.025310189885203727,0.9999969293893055,-0.00030706106945422527
519,8230.1023981746,8230.127242279077,0.02484410447686969,1.0000030186871651,0.0003018687165105017
520,8219.133791180999,8219.114999774714,-0.018791406284435652,0.9999977136999151,-0.00022863000848822457
521,8203.739668650172,8203.74838505597,0.008716405796803883,1.0000010624917597,0.00010624917597169516
522,8191.13295309503,8191.1358816204265,0.0029285253967827884,1.000000357523851,3.5752385091933364e-05
523,8176.166962044271,8176.153532174578,-0.013429869693027285,0.9999983574369561,-0.00016425630439510303
524,8162.688586575643,8162.709012418752,0.020425843108569097,1.0000025023425667,0.0002502342566658911
525,8147.689911799881,8147.667479514685,-0.022432285196373414,0.9999972467919817,-0.0002753208018371672
526,8134.967178167672,8134.986358386058,0.019180218386281922,1.0000023577499413,0.00023577499412360376
527,8118.708739199673,8118.697132562469,-0.011606637203840364,0.999998570383841,-0.0001429616159008129
528,8102.327705279626,8102.329350537625,0.001645257999371097,1.000000203059918,2.0305991799109985e-05
529,8086.846388976351,8086.854677930016,0.008288953665214649,1.0000010249921003,0.00010249921003215545
530,8070.93667761294,8070.920808183003,-0.015869429937083623,0.999998033756109,-0.00019662438910098308
531,8052.5557373577985,8052.575133298587,0.019395940788854205,1.0000024086689272,0.00024086689271670154
532,8033.253889187244,8033.235697268526,-0.018191918718002853,0.9999977354234076,-0.00022645765923680274
533,8017.678866312068,8017.691599094575,0.012732782507555385,1.0000015880883633,0.00015880883632113027
534,7998.5382338508,7998.533766995378,-0.004466855421924265,0.9999994415410302,-5.584589697927531e-05
535,7979.063595830468,7979.0590788221,-0.004517008368566167,0.9999994338924219,-5.661075782033584e-05
536,7960.4426971996645,7960.4547373500245,0.012040150360007829,1.0000015124975856,0.00015124975856233887
537,7942.571176800003,7942.554824449705,-0.01635235029789328,0.9999979411767381,-0.00020588232618749423
538,7922.321241164108,7922.337772211459,0.01653104735123634,1.000002086641888,0.00020866418879029528
539,7902.087783184673,7902.075085493883,-0.012697690789536864,0.9999983931220282,-0.0001606877971737677
540,7880.322995367473,7880.328934497182,0.005939129709076951,1.0000007536657713,7.53665771386316e-05
541,7859.003841315686,7859.005819776424,0.001978460737518617,1.0000002517444675,2.517444675516789e-05
542,7836.892844174942,7836.883772391674,-0.009071783268154832,0.9999988424260164,-0.00011575739835332528
543,7813.821448206779,7813.835077630133,0.01362942335435946,1.000001744271154,0.00017442711539674772
544,7792.306239414827,7792.291606821988,-0.014632592839006975,0.9999981221743103,-0.00018778256897801062
545,7767.698906567146,7767.710873719696,0.011967152549914317,1.0000015406303326,0.00015406303325939645
546,7744.856217201004,7744.849768237651,-0.006448963353250292,0.9999991673230371,-8.326769629276542e-05
547,7723.862044397593,7723.861607179047,-0.00043721854672185145,0.9999999433937913,-5.660620868273825e-06
548,7698.460370726774,7698.467285695942,0.006914969168064999,1.0000008982275461,8.982275461674151e-05
549,7671.540448245998,7671.529077148943,-0.011371097055416612,0.999998517755706,-0.0001482244293975726
550,7647.484651665306,7647.497424212799,0.012772547493113962,1.0000016701632073,0.00016701632072360718
551,7622.219670621095,7622.208786042243,-0.010884578851801052,0.9999985719935501,-0.0001428006449847453
552,7595.234800248375,7595.241119885739,0.0063196373639584635,1.0000008320529292,8.320529292592511e-05
553,7568.200414436268,7568.200063560793,-0.00035087547530565644,0.9999999536381893,-4.636181074649726e-06
554,7541.653574941148,7541.648132963158,-0.005441977989903535,0.9999992784105056,-7.215894943763712e-05
555,7513.869879082762,7513.879461674564,0.009582591801517992,1.0000012753204348,0.00012753204348393328
556,7485.206362143198,7485.195286993115,-0.011075150083343033,0.9999985203948232,-0.00014796051768667533
557,7457.726910926998,7457.736558894099,0.009647967101045651,1.0000012936873683,0.00012936873683199007
558,7430.468651677753,7430.462861787995,-0.005789889757579658,0.9999992207907699,-7.792092301300992e-05
559,7397.663105807438,7397.663707465338,0.0006016579000061029,1.0000000813308056,8.133080560721658e-06
560,7371.80949866395,7371.814006279569,0.004507615619331773,1.0000006114666447,6.114666446750588e-05
561,7341.725427579077,7341.717220108838,-0.008207470239540271,0.9999988820788355,-0.00011179211645138672
562,7311.133306339696,7311.142894055233,0.009587715537236363,1.000001311385682,0.00013113856820149314
563,7277.492559900078,7277.484178681055,-0.008381219023249287,0.9999988483369849,-0.00011516630150102638
564,7248.3313799617035,7248.336404526347,0.005024564643463236,1.0000006932029428,6.932029428668014e-05
565,7216.532038305158,7216.531547589575,-0.0004907155826003873,0.9999999320011912,-6.799880884553442e-06
566,7187.4539848920185,7187.45001944052,-0.003965451498515904,0.9999994482814768,-5.51718523256115e-05
567,7154.428190190977,7154.435348870633,0.007158679655731248,1.0000010005942426,0.00010005942425344489
568,7121.053239075991,7121.0449484438595,-0.008290632131320308,0.9999988357575975,-0.0001164242402489899
569,7087.561687983014,7087.568836071204,0.007148088189751434,1.00000100853982,0.00010085398201007608
570,7057.372783499528,7057.368643990265,-0.0041395092630409636,0.9999994134489717,-5.865510282692353e-05
571,7021.860364255625,7021.860516656348,0.00015240072298183804,1.000000021703753,2.1703753005061896e-06
572,6989.703849032353,6989.707537486196,0.003688453843096795,1.0000005276981576,5.2769815757035546e-05
573,6954.0170388428305,6954.010692915752,-0.006345927078655222,0.9999990874444162,-9.125555838027114e-05
574,6924.285255289073,6924.292411020116,0.0071557310429852805,1.0000010334252243,0.00010334252242885891
575,6887.813381757966,6887.807414541061,-0.0059672169054465485,0.9999991336558389,-8.663441610149352e-05
576,6854.123830873015,6854.127033526585,0.0032026535700424574,1.000000467259368,4.67259368092644e-05
577,6817.114258401227,6817.1145698103755,0.00031140914870775305,1.0000000456804943,4.568049425370579e-06
578,6782.777999885808,6782.774428214352,-0.0035716714555746876,0.9999994734205578,-5.265794421746988e-05
579,6749.3738512372465,6749.37954138695,0.005690149703696079,1.0000008430633462,8.43063346187736e-05
580,6711.250116555005,6711.243990999509,-0.006125555495600565,0.9999990872705696,-9.1272943031736e-05
581,6675.537627420922,6675.542465270023,0.004837849101022584,1.00000072471303,7.247130300262686e-05
582,6643.3833158879615,6643.381052678797,-0.0022632091649938957,0.9999996593288303,-3.406711697007345e-05
583,6604.094738867578,6604.093915824822,-0.0008230427556554787,0.9999998753738721,-1.2462612790994092e-05
584,6568.040538061463,6568.044066189056,0.003528127593199315,1.0000005371659284,5.3716592836995964e-05
585,6530.43921331232,6530.434105697188,-0.005107615132146748,0.9999992178757101,-7.821242898540207e-05
586,6494.331426828186,6494.336595430539,0.005168602353478491,1.000000795863656,7.958636561304698e-05
587,6458.474248343409,6458.470485978404,-0.0037623650050591095,0.9999994174529679,-5.8254703206785284e-05
588,6422.38993784177,6422.391292869053,0.0013550272833526833,1.0000002109848976,2.1098489759530816e-05
589,6383.453985343165,6383.455306258912,0.001320915746873652,1.0000002069280596,2.06928059622042e-05
590,6345.864128800457,6345.860641270338,-0.0034875301189458696,0.9999994504247101,-5.495752900094173e-05
591,6309.120016676939,6309.124564964615,0.004548287676698237,1.0000007209068245,7.209068245136752e-05
592,6273.551991629108,6273.547741771997,-0.004249857111062738,0.9999993225756132,-6.7742438681203e-05
593,6235.593945119215,6235.596684069825,0.0027389506094550597,1.0000004392445425,4.3924454247039575e-05
594,6196.880251865578,6196.879741250331,-0.0005106152475491399,0.9999999176012402,-8.239875982683683e-06
595,6161.791773939939,6161.790018143107,-0.0017557968321852968,0.9999997150509305,-2.8494906945916072e-05
596,6122.888466469288,6122.891864946871,0.0033984775827775593,1.0000005550448292,5.550448291502627e-05
597,6084.9100026869455,6084.906034671133,-0.00396801581246109,0.9999993478924404,-6.521075596366934e-05
598,6047.501913574567,6047.505261855373,0.00334828080576699,1.0000005536634553,5.5366345536017914e-05
599,6010.67675596871,6010.674979182589,-0.0017767861208994873,0.999999704394997,-2.956050030697636e-05
600,5971.919651578823,5971.919411892757,-0.00023968606546986848,0.9999999598644859,-4.013551411504701e-06
601,5936.19529735017,5936.197382338032,0.0020849878619628726,1.0000003512330302,3.512330301689333e-05
602,5897.44722745097,5897.4440074608265,-0.0032199901434069034,0.9999994540027203,-5.4599727970752306e-05
603,5860.292752838169,5860.296095565721,0.0033427275520807598,1.0000005704028267,5.704028267976647e-05
