x,y,tau,rho_tau,lambda_plasma,I_magnitude,I_phase
6.154957035604492,0.38468481472528077,0.15132310140504926,0.17836376713522772,25740258394910.27,0.8608771001382816,0.15112875921288543
6.283185307179586,0.38468481472528077,0.40533522863630844,0.1824737474447155,28765745004667.324,0.8900640811710497,0.40478334312239345
0.0,0.5129130863003744,0.03210589773763505,0.20566247756158462,31972823350521.242,0.917772212480945,0.032051577571655325
0.1282282715750936,0.5129130863003744,0.28619281575848954,0.201470442977359,35328950728982.8,0.9435465273178921,0.2857061614811627
0.2564565431501872,0.5129130863003744,0.523622002841119,0.18999423988495107,39000815636829.55,0.9669638121448367,0.5227691295755932
0.38468481472528077,0.5129130863003744,0.7288190432103985,0.17420373499545988,42979265280488.914,0.987639555792327,0.7277341281751417
0.5129130863003744,0.5129130863003744,0.8883801008247209,0.15818405425103277,47225919969575.52,1.0052342631212832,0.8871943405770013
0.6411413578754679,0.5129130863003744,0.9919293926134236,0.1460475642251113,51658197816489.86,1.019459029523795,0.9907194306083158
0.7693696294505615,0.5129130863003744,1.0327570692331463,0.14089089315113335,56131228697055.55,1.0300802847287984,1.0315377937723431
0.8975979010256552,0.5129130863003744,1.0082237631681714,0.14402688151816975,60420233700103.17,1.036923628019468,1.006979489753479
1.0258261726007487,0.5129130863003744,0.9199172617787469,0.15466289514641818,64211492875682.83,1.0398766918881652,0.9186508839446553
1.1540544441758422,0.5129130863003744,0.7735527192520707,0.17009595440242434,67115115106163.56,1.0388909871078076,0.772329574646971
1.2822827157509358,0.5129130863003744,0.5786263463054174,0.1863781753685216,68713998803428.336,1.0339826989236378,0.5775864787822044
1.4105109873260295,0.5129130863003744,0.3478412379165626,0.19930555786125714,68653324883020.46,1.0252324212919426,0.3471597955952762
1.538739258901123,0.5129130863003744,0.09631533835485152,0.20550860597718595,66750226606655.914,1.01278383352952,0.09612179755236856
1.6669675304762166,0.5129130863003744,-0.15941382375308005,0.20336336429103152,63076082003403.98,0.9968413411032696,-0.15910705112971654
1.7951958020513104,0.5129130863003744,-0.4025266884927901,0.19343975711923292,57961717916596.63,0.977666719298076,-0.4018321615459027
1.9234240736264039,0.5129130863003744,-0.6170828254625702,0.1783340539107845,51913802995913.83,0.9555748148738692,-0.6161768177361329
2.0516523452014974,0.5129130863003744,-0.7890802793616086,0.16195487951468557,45483135778911.36,0.9309283762905317,-0.7881206770253003
2.179880616776591,0.5129130863003744,-0.9073392948888442,0.14849913267862305,39147057651663.41,0.9041320973882141,-0.9064168444781049
2.3081088883516845,0.5129130863003744,-0.9641879555401609,0.14139258696837403,33245794895661.117,0.8756259723256692,-0.9633275353775427
2.436337159926778,0.5129130863003744,-0.9559368223069364,0.14243773129782025,27974506081319.94,0.8458780708883294,-0.9551302058427948
2.5645654315018716,0.5129130863003744,-0.8831172265999844,0.15136204649334234,23409764723799.996,0.8153768527953713,-0.8823610454441574
2.6927937030769655,0.5129130863003744,-0.7504589998011945,0.16588009734653403,19547218165805.26,0.784623147204629,-0.7497799048963747
2.821021974652059,0.5129130863003744,-0.5666020067619494,0.18226377794047563,16335822648280.75,0.7541219291116709,-0.5660589529195609
2.9492502462271526,0.5129130863003744,-0.34355397179664793,0.19628893829012012,13703110960687.959,0.7243740276743312,-0.3432154273077192
3.077478517802246,0.5129130863003744,-0.09591801472487406,0.2043272378567747,11571418348653.645,0.6958679026117861,-0.09582558411285129
3.2057067893773397,0.5129130863003744,0.16007093637865438,0.20429833112423518,9867138283855.754,0.6690716237094686,0.15992873925616058
3.333935060952433,0.5129130863003744,0.4076337997341722,0.19621651542102475,8525346277046.027,0.6444251851261309,0.4073185824510286
3.4621633325275267,0.5129130863003744,0.6305678728726428,0.18217789844701493,7491665754009.359,0.6223332807019244,0.6301621080628703
3.5903916041026207,0.5129130863003744,0.8143099733397646,0.16580296047306387,6722653787130.709,0.6031586588967307,0.8138830600396848
