row_normalized_diagnostic_not_CKM,down_d_generation_1,down_s_generation_2,down_b_generation_3
up_u_generation_1,0.3797279308464632,0.39088169063274725,0.2293903785207896
up_c_generation_2,0.2714043199509918,0.264089293977279,0.4645063860717293
up_t_generation_3,0.2911836627143383,0.29582848158373315,0.4129878557019285
