best_variant,median_abs_log_error_excluding_anchor,max_abs_log_error_excluding_anchor,median_factor_error_approx,max_factor_error_approx,ramanujan_median_log_improvement_vs_EB_ONLY,debt9_numeric_derivation_pass_allowed_now
EB_MINUS_RAMANUJAN_ZH_CENTER,2.62891218528,5.3704768887,13.8586860167,214.965357814,1.13278784661,False
