variant,min,max,mean,std
directional,0.979017510590,1.021432190112,1.000041815241,0.009145457759
sym_abs,1.000000000000,1.021432190112,1.006760454623,0.006262031007
sym_cos,0.993656246081,1.009040621774,1.005449439544,0.004626214244
