gen_i,gen_j,mean,min,max
1,1,1.000000787641,0.997646579157,1.002358972498
1,2,1.004553260546,1.000000000000,1.011850641428
1,3,1.011456899111,1.002358972498,1.021432190112
2,1,0.995481798439,0.988288151490,1.000000000000
2,2,1.000013698784,0.990619496059,1.009469331038
2,3,1.006886139906,0.992956340206,1.019028330307
3,1,0.988718593395,0.979017510590,0.997646579157
3,2,0.993219704457,0.981326985972,1.007093624874
3,3,1.000045454892,0.983641909343,1.016630127795
