up_down_basis_overlap_not_CKM,down_generation_1,down_generation_2,down_generation_3
up_generation_1,0.413565262551,0.172725480915,-0.0920240308652
up_generation_2,-0.178658169914,-0.407201857972,0.859711828535
up_generation_3,0.0375262746218,0.242736185591,0.137317039768
