orientation,gate_class,formula,debt9_closure_status,anchor,anchor_mass_GeV,non_anchor_count,median_abs_log_error_excluding_anchor,max_abs_log_error_excluding_anchor,mean_signed_log_error_excluding_anchor,charged_lepton_generation_order_pass,down_quark_generation_order_pass,up_quark_generation_order_pass,uses_v3_1_frozen_projection,uses_observed_masses_as_inputs_other_than_anchor,old_tau_used
V26_REFERENCE_NO_V31_PROJECTION,COMPUTATIONAL_STRESS_TEST_PASS,S = S_v26,NOT_CLOSED_STRESS_TEST_ONLY,e,0.00051099895,8,2.6289121852805852,5.370476888698751,-2.054826147595189,True,True,True,False,False,False
V31_SUPPRESSION_SIGN,COMPUTATIONAL_STRESS_TEST_PASS,S = S_v26 + kappa * DeltaTau_projected,NOT_CLOSED_STRESS_TEST_ONLY,e,0.00051099895,8,86.52154843229411,176.16657656242336,29.658821852762784,False,False,False,True,False,False
V31_RELEASE_SIGN,COMPUTATIONAL_STRESS_TEST_PASS,S = S_v26 - kappa * DeltaTau_projected,NOT_CLOSED_STRESS_TEST_ONLY,e,0.00051099895,8,86.06565617365726,177.65723483196282,-33.768474147953164,False,False,False,True,False,False
V31_ABS_SUPPRESSION,COMPUTATIONAL_STRESS_TEST_PASS,S = S_v26 + kappa * abs(DeltaTau_projected),NOT_CLOSED_STRESS_TEST_ONLY,e,0.00051099895,8,88.56556163761486,177.65723483196282,-92.69918319305215,False,False,False,True,False,False
